VideoID,Title,UploadDate,Views,Likes,Dislikes,Comments
CNbzuuq-4HE,Top SEO tips | SEO tips |  SEO tips for beginners | SEO Tutorial,2016-05-18 11:10:56+00:00,14012,96,N/A,26
LAlTdYluSp0,Search Engine Marketing (SEM) | Search Engine Marketing Basics | PPC - Part 29,2016-05-24 10:13:16+00:00,53997,778,N/A,63
sdW6MM6bOsM,Yoast plugin | Yoast seo plugin | Yoast seo tutorial | SEO - Part 30,2016-05-28 14:19:01+00:00,17386,154,N/A,58
AwJTJJsApsw,Social Media Meta Tags | Facebook Meta Tags | SEO Tutorial,2016-06-01 08:50:36+00:00,35422,328,N/A,52
iG1TVB3c87g,What is Email Marketing in SEO | Types of Email Marketing | SEO Tutorial,2016-06-05 08:26:37+00:00,18401,153,N/A,22
jsrM81lO2P4,Facebook Marketing | How to do Facebook marketing | Marketing on Facebook | SEO - Part 33,2016-06-12 07:31:32+00:00,25606,226,N/A,18
ZJYeFdBNVVw,How to promote Business through Facebook | Facebook Marketing | SEO - Part 34,2016-06-18 08:12:27+00:00,30507,264,N/A,29
JwUxFQp2uIk,How to Get Traffic from Facebook Groups | Facebook Groups | SEO - Part 35,2016-07-30 08:30:24+00:00,15904,122,N/A,22
JiHowVMTFBc,How to use Twitter for Business Marketing | Twitter Marketing | SMO,2016-08-20 09:24:50+00:00,52233,551,N/A,28
fYqyD8LrQ7E,How to use twitter analytics | Twitter Analytics | Tweet analytics | SMO - Part 37,2016-09-17 08:10:22+00:00,10421,85,N/A,12
S62GXaxRi0g,LinkedIn | How to use LinkedIn | LinkedIn tutorial | SMO - Part 38,2016-10-05 08:54:04+00:00,13653,105,N/A,7
2uP88rAPZlg,LinkedIn Business Page | LinkedIn company page | Create LinkedIn company page | SMO - Part 39,2016-10-22 07:55:41+00:00,17314,105,N/A,11
iWJOqSTqP2M,How to use Tumblr | Tumblr | What is Tumblr | SMO Tutorial,2016-11-04 14:46:45+00:00,23744,233,N/A,25
d5GqMeJLxMY,SEO Tutorial  for Beginners | SEO basics | SEO Tutorial Part-1,2016-11-10 12:15:22+00:00,19700,184,N/A,5
SBY7T__ttg0,Why do we need SEO? | Importance of SEO | SEO Tutorial Part-2,2016-11-27 13:50:29+00:00,14575,145,N/A,3
feNZvmp7JNk,Blogger / BlogSpot | Blog tutorial | Blogging for beginners | SEO - Part 41,2016-12-15 14:32:06+00:00,14036,119,N/A,21
hPIXkm1fciA,Google Plus | Google plus for business | Google plus business page | SMO - Part 42,2017-01-13 08:14:46+00:00,9895,75,N/A,10
LBMTLCbBNPc,Woorank | Site Audit Tool | SEO Checker | SEO Audit tools | SEO - Part 43,2017-01-18 08:12:31+00:00,11527,93,N/A,18
nFL-fOM70VQ,SEO Site Checkup | SEO Audit tools | free SEO analysis | SEO - Part 44,2017-01-31 09:17:57+00:00,11967,107,N/A,10
arJnU0aA-yk,SEO Quake | SEO Quake toolbar | how to use seo quake | SEO - Part 45,2017-02-06 09:07:11+00:00,13593,108,N/A,14
enEbFkdCRGk,Grammarly | Grammar Checker | writing tool | SEO Free Tools |  SEO - Part - 46,2017-02-24 05:30:00+00:00,9202,77,N/A,6
v6MYSAaL9Rs,Similar Web | Web traffic estimator | Similar web plugin | SEO - Part 47,2017-03-02 13:32:11+00:00,17847,234,N/A,12
ouxyVaX3ncY,Siteliner | Website Duplicate Content Checker Tool | SEO tools - Part 48,2017-03-10 09:08:49+00:00,19212,227,N/A,26
l_l2UiediV0,Alexa Rank | what is alexa rank | Alexa rank checker | SEO - Part 49,2017-03-23 06:30:01+00:00,17526,167,N/A,21
zt_ggHfLvCA,Pdf Submission | Benefits of pdf submission | SEO - Part 50,2017-03-30 12:26:10+00:00,17324,186,N/A,34
X9FLrG1Yw2s,Forum Posting | SEO forum posting tutorial | SEO Tutorial,2017-04-11 07:00:02+00:00,52784,549,N/A,48
x183G8BwTsw,Pinterest | How to post on Pinterest | SEO - Part 52,2017-04-14 06:00:03+00:00,10659,97,N/A,24
NkeH5vYjDYg,Look and feel analysis | Features of a good website | SEO - Part 53,2017-04-17 06:00:00+00:00,5616,32,N/A,9
caEmUGInv38,What is Quora |  How to use Quora - Quora Tutorials for Beginners in Hindi,2017-05-03 09:27:26+00:00,151978,1550,N/A,137
A3N9njV_280,what is RSS feed?  | RSS feed tutorial | RSS feed | RSS feed tutorial,2017-05-10 09:04:40+00:00,14945,138,N/A,23
Yh_NiiqpvCg,How to subscribe RSS feed | RSS feed subscription | RSS feed reader,2017-05-22 09:14:45+00:00,9328,57,N/A,13
pmR5vsIa5ec,What is DO-Follow and No-Follow links | Difference between Do-Follow and No-Follow,2017-05-26 08:05:54+00:00,25632,565,N/A,72
ej04sqsUGxg,How to create a Facebook Page | Facebook Page for Business | SMO,2017-06-20 05:00:01+00:00,6354,61,N/A,8
pPKz_XrX6Ds,Short tail and Long tail Keywords | How to rank on Google | SEO keyword research tutorial,2017-06-23 06:00:02+00:00,8518,124,N/A,10
3NiKhIqDRSw,How to Submit Website to Search Engines | Submit Site to all Search Engine| SEO Tutorials,2017-06-28 07:30:00+00:00,41276,679,N/A,32
97BtUhRDoSo,Google Search Engine Algorithms | How does Google search Works | Search Engine Algorithms,2017-06-30 07:30:00+00:00,7341,59,N/A,14
0aI7aFRYyOQ,How to use Twitter Analytics| What is Twitter Analytics| Twitter analytics Tutorial,2017-07-04 07:30:00+00:00,8941,75,N/A,8
Kk0HDsw544I,How to get traffic on your social media post | Increase social media traffic | Social media traffic,2017-07-07 14:58:04+00:00,10974,131,N/A,17
ULl0iHjJ9VE,Basic of Manual Testing | Software Development Life Cycle | Manual Testing Tutorial - Step 2,2017-07-08 06:57:19+00:00,18113,196,N/A,13
9gcYA6xNJf8,What is Testing | Software Testing Tutorials for Beginners | Manual Testing Tutorial - Step 1,2017-07-09 07:30:00+00:00,48818,542,N/A,14
UOorm_ap2iA,Manual testing Strategy | Role of software tester | What is V Model | Testing Tutorial - Step 3,2017-07-11 08:59:02+00:00,11433,117,N/A,4
LnAIKcjjSvg,Process of Manual Testing | STLC Phase | How to Write test Plan | Manual Testing Tutorial - Step 4,2017-07-13 07:00:02+00:00,10338,102,N/A,3
3w_BHjBql6w,How to go Live on Instagram | Live Instagram | Instagram live stream | Instagram tutorial,2017-07-14 12:30:01+00:00,8583,42,N/A,5
FFmgZyelhqg,What is Testing Strategies | Functional Testing | Manual Testing Tutorial - Step 5,2017-07-15 07:53:20+00:00,8577,84,N/A,8
hi50eEprFwg,Test Execution Process | Retesting and Regression testing | Manual Testing Tutorial - Step 6,2017-07-20 07:30:01+00:00,9982,112,N/A,6
tnsHQQCZHQM,Defect Lifecycle | Defect Attribute | Defect Tracking in Manual Testing - Step 7,2017-07-26 07:47:39+00:00,5587,49,N/A,5
5dBZspcAW_g,Types of Testing | Performance Testing | Usability Testing| UI Testing | Testing Tutorial - Step 8,2017-08-01 14:00:59+00:00,5855,64,N/A,2
bN3TqOu0iEg,Quality Process Tutorials | Quality Assurance & Improvement Process | Manual Testing - Step 9,2017-08-12 10:37:41+00:00,9007,76,N/A,1
mF-FBhTN4JI,PPC and CPC in Digital Marketing | Introduction to PPC & CPC | Digital Marketing,2017-08-19 07:40:24+00:00,52028,827,N/A,37
FZRzd0esaok,What is Keywords | Keywords in SEO | Keywords in various terms,2017-08-21 13:26:28+00:00,5436,47,N/A,7
l8XAXE_AhD4,Important Terminology of SEO | SEO terms and definition | SEO terms,2017-08-24 05:45:34+00:00,10079,141,N/A,13
sHrS_YZ5ITI,Important Terminology of SEM | SEM terms and definition | SEM terms,2017-09-06 07:39:09+00:00,4559,35,N/A,4
vsqRroWHn7M,What is Android | Introduction to Android | Android Tutorial for Beginners,2017-09-08 07:33:08+00:00,4478,68,N/A,13
MKmF-JGVyqo,How to submit Website to Bing Webmaster | Submit Site to Bing,2017-09-12 11:31:30+00:00,15717,129,N/A,18
RO3VlukgvNI,How to Select Targeted Keywords from lots of Keywords | Find Your Top Traffic-Driving Keywords,2017-09-23 07:02:07+00:00,5252,58,N/A,7
M2pEiWypB0Q,How to check website is Blacklisted | Is your website is Blacklisted by Google,2017-09-27 08:42:22+00:00,12466,120,N/A,14
XP92kvyVzLo,How to use Bing Webmaster | Guide to Bing Webmaster | Bing Webmaster,2017-09-29 08:59:54+00:00,9021,102,N/A,18
XHGZ8sTgZak,Introduction to SEM & Google AdWords | What is SEM | What is Adwords,2017-10-03 07:24:44+00:00,13215,109,N/A,14
_-WjCN0gc6I,Mobile Application Testing | Testing Tutorials | Test case Format | Manual Testing Tutorial,2017-10-06 10:15:00+00:00,12800,146,N/A,8
jrSMw0F-5hY,Severity and Priority in Software Testing | Manual Testing Tutorial,2017-10-16 13:04:39+00:00,19541,280,N/A,11
a-dWyI3Kezg,LIVE PROOF 🔴: How to Write Test Cases in Manual Testing with Example - Complete Tutorial,2017-10-24 07:43:31+00:00,346821,5537,N/A,96
6QVE5TuyU9I,"Schedule Twitter, Facebook, Instagram Post | Buffer Tool | Buffer for Social Media",2017-10-27 07:35:37+00:00,9744,112,N/A,20
zg0_0AGSBLU,Keyword Density Checker Tool Online | Keyword Density Analyzer,2017-11-01 07:30:01+00:00,6727,93,N/A,16
4Gi2fOWAg3w,How to Rank Higher in Google Maps | Google Places for business,2017-11-04 07:30:00+00:00,5028,44,N/A,6
YZ7C0RnkA5M,Hashtagify | Finding Hashtags | How to find top hashtags on twitter,2017-11-07 07:30:01+00:00,7863,91,N/A,5
YZpmJ8rp6yM,Tweetdeck | Twitter Analysis Tool | How to use Tweetdeck,2017-11-11 07:30:02+00:00,5581,26,N/A,8
oFv6yhcxhwc,How to Schedule Post on Facebook | Scheduling Facebook Posts,2017-11-18 07:30:01+00:00,5816,36,N/A,4
jtyI72XCwpY,Create Facebook Groups | How To Create A Group On Facebook,2017-11-21 07:30:01+00:00,2967,28,N/A,4
WEieSUVEZcU,How To Create Instagram Account | Instagram Account Kaise Banaye | Instagram Tutorial,2017-11-24 07:30:00+00:00,225505,1502,N/A,27
_4wslpbVJzM,Pinterest Account Creation | How to use Pinterest for Business,2017-11-28 07:30:01+00:00,45444,739,N/A,48
hxjBpSA0mjk,Instagram post | How to post multiple photos on Instagram,2017-12-01 07:30:00+00:00,91758,1291,N/A,36
HsxJKhXha-s,Social Media Management Tools | Social Media Monitoring Tool,2017-12-12 07:30:00+00:00,14121,148,N/A,24
bPTdUOBHVHM,Top 51 Manual Testing Interview Questions with Answer  | Manual Testing Tutorial,2018-01-24 06:49:45+00:00,94295,1640,N/A,61
br46OhTy6RM,Career in Software Testing | Software Testing field | Manual Testing Tutorial,2018-01-30 07:30:01+00:00,52970,930,N/A,76
vdqfXzXbvlc,Basic of Automation Testing | Types of tools | Automation Testing Tutorial,2018-02-06 08:07:54+00:00,36195,520,N/A,13
iVRu12H0KyI,What is Selenium IDE | Learn selenium in 30mins | Automation Testing Tutorial,2018-02-21 15:19:30+00:00,7975,100,N/A,6
yP5a7S_KT5s,Types of Ad Campaigns in AdWords | Shopping and Video ads | Universal App Campaign,2018-03-28 08:56:47+00:00,20449,351,N/A,49
vEroHl4cI-8,Google New Search Console | Google Webmaster | learn Google webmaster tools,2018-03-31 13:30:03+00:00,18221,235,N/A,26
lu0A-GybZ90,Google Rich Snippets tutorial | Rich snippets meaning | Rich snippets SEO tool,2018-04-03 13:30:01+00:00,42008,538,N/A,30
pH_PJ_ucwIg,Article Writing Tips | SEO Article Writing Tutorial - Part 1,2018-04-06 13:30:01+00:00,17487,353,N/A,15
_atbIaGA9vs,Top SEO Tips | SEO Tutorial | Learn Digital Marketing in Hindi,2018-04-10 13:30:00+00:00,11028,194,N/A,22
LM7OkCL1lMY,Local and Classified Listing in SEO | Classified Advertisement | Classified Ads Submission,2018-04-11 13:30:01+00:00,28678,479,N/A,33
dN4pj1YGqEc,How to do Article Submission in SEO | Article Submission Tutorial | Article Submission in SEO,2018-04-19 14:30:00+00:00,37585,620,N/A,38
b3_BbBxVs7Q,What is Keyword Planner| Google Keyword Planner  | SEO Tutorials,2018-04-20 13:30:01+00:00,11634,176,N/A,25
w5PIxOzsDLA,Page Speed Checker Tool free | Page Speed Optimization | Page Speed,2018-04-21 14:30:01+00:00,9786,134,N/A,16
qbIGwcsBt2Y,Backlink Checker Tool | Google Backlink Checker Online Free,2018-06-03 07:30:02+00:00,30527,332,N/A,11
c6aw8-vUSZQ,Keyword Research Tool | Keyword Tool Dominator | YouTube keyword research tool,2018-06-05 14:30:01+00:00,9839,147,N/A,14
dop5rIR9KW4,Google Trends Tutorial | Google Trends tutorial | How to use google trends for SEO,2018-06-07 07:30:00+00:00,18716,345,N/A,35
Jk6ZP7iM-dg,Small SEO Tools | SEO tools for website | SEO checker tools free,2018-06-09 07:30:00+00:00,23591,336,N/A,20
372DqUtJnrw,Introduction to Automation | Types & Application of Automation | PLC - SCADA PART 2,2018-06-10 07:30:00+00:00,64724,729,N/A,36
8wuuaiQ0Ohc,Introduction to PLC | Basics & Example of PLC  | PLC - SCADA PART 1,2018-06-13 08:44:44+00:00,40631,348,N/A,21
AvvhYFuQ7pA,PLC to PC Communication with Ethernet | Profinet Protocol  | PLC - SCADA PART 3,2018-06-30 13:26:17+00:00,51809,404,N/A,26
LkEMKyWBBGU,PLC Panel Demo & Designing | PLC control panel components | PLC PROGRAMMING TUTORIAL FOR BEGINNERS,2018-07-17 07:47:44+00:00,10024,71,N/A,5
JPy5uTjqiok,What is canonicalization issue | canonical tag SEO,2018-07-21 08:47:12+00:00,21894,381,N/A,35
fJh0oGNRtV8,How to create Google plus brand page | Google plus Brand Page,2018-07-24 07:30:01+00:00,8016,109,N/A,10
q50Ele2gomU,what is press release in SEO | press release Submission,2018-07-26 13:30:02+00:00,23808,380,N/A,19
42Izui-PMo0,How to Improve your Mobile website speed Time | Google Test My Site,2018-07-28 08:32:26+00:00,8104,93,N/A,12
4URZ4ff2_do,Introduction to Copyscape Plagiarism Checker | How to use Copyscape,2018-07-31 13:30:01+00:00,16865,172,N/A,9
RQq6XeeAmQI,Fundamental of ladder logic | Electrical ladder Diagram | PLC PROGRAMMING TUTORIAL FOR BEGINNERS,2018-08-10 12:04:10+00:00,11826,92,N/A,7
fhTdcHnd3tA,Basic Logic Gates | PLC ladder diagram example | PLC PROGRAMMING TUTORIAL FOR BEGINNERS,2018-08-16 11:04:40+00:00,9433,99,N/A,7
6oiQGshTCuM,Motor start:stop logic with ladder logic | PLC Programming | PLC PROGRAMMING TUTORIAL FOR BEGINNERS,2018-08-17 13:38:43+00:00,12832,123,N/A,5
XGXLpVJqjQY,Stair Case Logic | Stairs BULB On:Off | PLC programming | PLC PROGRAMMING TUTORIAL FOR BEGINNERS,2018-08-18 13:30:02+00:00,13197,99,N/A,10
gpcKdvDWI2E,Detecting the Standing Position of Bottle | PLC Ladder | PLC PROGRAMMING TUTORIAL FOR BEGINNERS,2018-08-20 13:30:02+00:00,6082,64,N/A,3
FrLlIGuMpi8,Basics of PLC timers | Types of PLC timer | PLC programming | PLC PROGRAMMING TUTORIAL FOR BEGINNERS,2018-08-21 13:44:26+00:00,14095,190,N/A,13
1aARYh6Z6-Q,Timer On and Off Delays Example | PLC Programming Examples | PLC PROGRAMMING TUTORIAL FOR BEGINNERS,2018-08-22 13:30:00+00:00,8958,45,N/A,2
yS3xaa3_9GU,PLC ladder logic programming eg | Timer ON/OFF delay eg | PLC PROGRAMMING TUTORIAL FOR BEGINNERS,2018-08-23 13:30:02+00:00,49410,412,N/A,16
sdj4DewndGg,Introduction to Retentive Timer RTO | RSlogix ladder logic | PLC PROGRAMMING TUTORIAL FOR BEGINNERS,2018-08-28 13:30:02+00:00,13118,244,N/A,13
AVvsaSNgTpA,Controlling Water Level in the PLC Ladder Logic | Timer eg | PLC PROGRAMMING TUTORIAL FOR BEGINNERS,2018-08-31 14:00:03+00:00,10885,123,N/A,10
XXZ2eiBIQLI,What is NO or NC Switches in PLC | PLC PROGRAMMING TUTORIAL FOR BEGINNERS,2018-09-01 09:05:15+00:00,13219,164,N/A,9
4SE7FMTeWtQ,Paint factory example with RSLogix 500 | Timer example | PLC PROGRAMMING TUTORIAL FOR BEGINNERS,2018-09-04 09:34:05+00:00,2700,28,N/A,3
h_lixqxizQk,Sequential delay example using timer | PLC ladder logic | PLC PROGRAMMING TUTORIAL FOR BEGINNERS,2018-09-05 07:30:00+00:00,10096,70,N/A,9
sbcLS1n1MtY,Automatic door System using Timer in PLC | PLC ladder | PLC PROGRAMMING TUTORIAL FOR BEGINNERS,2018-09-08 17:51:18+00:00,15482,197,N/A,15
xLh-UKOPF9k,Fishpond Water Level Monitoring System using Timer | PLC PROGRAMMING TUTORIAL FOR BEGINNERS,2018-09-09 07:30:03+00:00,2952,32,N/A,5
zja8PS8-WpE,Traffic light Control example using timer in PLC | PLC PROGRAMMING TUTORIAL FOR BEGINNERS,2018-09-22 15:13:12+00:00,62113,450,N/A,27
Swuaweaxwy0,Sum of Factors | गुणनखंड का योग | By Poojan Sir | Factors | Basic Maths for all exams | गणित,2018-10-12 13:28:16+00:00,27164,364,N/A,19
7p_rO_1WVH8,#1 Introduction to Python Programming - Python Tutorial for Beginners,2018-10-17 08:55:03+00:00,24893,386,N/A,12
y_jYj7C7BV4,Google Webmaster | Google Webmaster for Beginners | learn Google Search Console,2018-10-22 16:30:38+00:00,10252,123,N/A,13
JH8uVgAZtIA,#3 Python Data Types - Python Tutorial for Beginners,2018-11-05 13:55:48+00:00,6462,113,N/A,3
jYu0rwI1xRI,#4 Python if-else Statement - Python Tutorial for Beginners,2018-11-12 14:32:23+00:00,4824,62,N/A,2
0x4JhS1YpzI,What is MATLAB? & How It Works | MATLAB Features & Types | MATLAB Tutorial for Beginners,2018-11-13 16:41:52+00:00,548697,6545,N/A,23
i4I4lfH9Bnk,Variables & Matrix in MATLAB | MATLAB Tutorial for Beginners in Hindi,2018-11-15 08:30:00+00:00,190914,2862,N/A,13
lLJ-zF8kKlY,An Introduction to MATLAB: Basic Operations | MATLAB for Beginners in Hindi,2018-11-17 08:29:34+00:00,118432,1959,N/A,17
MEoxU-NuxuM,Solving Mathematical Expression in MATLAB | MATLAB for Beginners in Hindi,2018-11-18 08:29:56+00:00,88724,1254,N/A,9
J063UGG_4Ro,#7 String in Python - Python Tutorial for Beginners,2018-11-18 12:36:38+00:00,3099,65,N/A,2
xolw0uirD8I,#8 Break & Continue Statement - Python Tutorial for Beginners,2018-11-19 12:32:48+00:00,5234,109,N/A,2
BIYHslj5BxE,Plotting Graph in MATLAB | MATLAB Plotting Graph | MATLAB Tutorial for Beginners in Hindi,2018-11-20 09:32:15+00:00,119153,1514,N/A,17
dRPIFOxxVm4,#9 Python Tutorial for Beginners - 20+ Python Built-in Functions,2018-11-21 07:07:45+00:00,4035,65,N/A,1
p7QsdJI2Ftg,Sinusoidal Signal Generation & M-file in MATLAB | MATLAB Tutorial for Beginners in Hindi,2018-11-22 09:56:00+00:00,73694,1036,N/A,9
sjqauSJueu0,"#11 Python String Functions (Capitalize, Count, Index) - Python Tutorial for Beginners",2018-11-22 13:07:14+00:00,4411,61,N/A,2
Rbx82rIa50o,#12 Slicing & Iterating of list in Python  - Python Programming Tutorials for Beginners,2018-11-23 12:24:45+00:00,3860,72,N/A,2
0F59H7-uAuY,Plotting Two Signals on one graph using MATLAB | MATLAB Tutorial for Beginners in Hindi,2018-11-24 08:38:50+00:00,51119,611,N/A,3
e6znZGm1xCI,#13 Python list Built-In Function - Python Programming tutorials for Beginners,2018-11-24 13:06:53+00:00,2310,28,N/A,2
Zms0O9ecbDo,What is Google Analytics | learn Google Analytics | Google Analytics for Beginners in Hindi,2018-11-25 09:57:01+00:00,9638,113,N/A,7
coxRG0edJ34,"#14 List Methods (append, extend, insert)  in Python - Python Programming tutorials",2018-11-26 08:30:01+00:00,94222,1601,N/A,23
lGo57hLr8Ls,Subplot in MATLAB | Use of Subplot on Graph in MATLAB | MATLAB Tutorial for Beginners in Hindi,2018-11-26 08:31:21+00:00,48863,699,N/A,7
ZuMwbhLgw0A,"#15 List Methods ( Remove, Pop, Clear) in Python -  Python Tutorials for Beginners",2018-11-26 12:36:24+00:00,31566,629,N/A,16
T9Nu3UrNWew,#16 Dictionary in Python - Python Tutorials for Beginners,2018-11-27 12:39:33+00:00,2143,43,N/A,2
ADTFQsZoVOY,Specify Line Style on Graph in MATLAB | Line Graph in MATLAB | MATLAB Tutorial for Beginners,2018-11-28 08:33:07+00:00,32571,454,N/A,3
8nwZuZEkBzc,"#17 Dictionary Method (Clear, items, popitem, keys, values) in Python - Python Tutorials",2018-11-28 12:41:20+00:00,18430,409,N/A,15
vm7asZzeAq8,#18 Iterating in Dictionary  - Python Tutorials for Beginners,2018-11-29 13:13:19+00:00,1547,29,N/A,1
l8wQcGOqGSo,Specify Colors & Markers in MATLAB | Line Graph in MATLAB | MATLAB Tutorial for Beginners in Hindi,2018-11-30 08:34:06+00:00,27892,402,N/A,2
jVHUrUh_OvM,#19 Tuples in Python -  Python Tutorials for Beginners,2018-11-30 12:30:01+00:00,2805,72,N/A,2
oaOFO7Sq1Sc,C Introduction | Classification of  C Programming |  C Programming  Basics | C Programming tutorials,2018-11-30 15:30:04+00:00,21047,504,N/A,33
lWlGlm2UNNk,#20 Change Set in Python - Python Tutorials for Beginners,2018-12-01 12:46:52+00:00,1452,45,N/A,1
_9tbK3SfU7I,Logical Operator in MATLAB | MATLAB Logical Operator | MATLAB Tutorial for Beginners in Hindi,2018-12-02 08:30:01+00:00,33086,457,N/A,3
y-i7KPlK5KY,#21 Python Set Operations - Python Tutorials for Beginners,2018-12-02 12:30:01+00:00,3141,76,N/A,4
RgkC3y2p8tY,Identifiers & Keywords in C Language | Floating Point Constant in C | C Programming tutorial,2018-12-03 12:00:03+00:00,6190,132,N/A,13
VXl876tIzw0,"#22 Set Method (add, clear, pop) Functions in Python - Python Tutorials for Beginners",2018-12-03 12:30:01+00:00,3091,53,N/A,5
4TWd_a55TYc,Relational Operator in MATLAB | MATLAB Relational Operator | MATLAB Tutorial for Beginners in Hindi,2018-12-04 08:30:00+00:00,24895,387,N/A,4
JIlmd_MH0Ak,#23 Types of Functions in Python - Python Programming Tutorial for Beginners,2018-12-04 12:30:00+00:00,41362,1039,N/A,10
bgGW8gz9dLw,#24 Return Statement - Function Argument in python - how to call function in python,2018-12-05 12:30:01+00:00,20048,347,N/A,5
DOjG1SyurrA,Data Types in C Language | Primary & Derived Data Type | C Programming Tutorials,2018-12-05 14:30:00+00:00,7972,154,N/A,7
kIEsOGXilo4,How to Generate & Plot Unit Step Sequence in MATLAB | Matlab Tutorial for Beginner,2018-12-06 08:30:00+00:00,49122,517,N/A,4
0znBn8IJaaU,#25 Local & Global Variables in  Python - Python Tutorials for Beginners,2018-12-06 12:30:00+00:00,15110,299,N/A,5
MDhCRplfY9E,#26 What is Modules in Python - Python Tutorials for Beginners,2018-12-07 12:30:01+00:00,56124,1330,N/A,31
5dYjH56VsEY,How to Generate & Plot Impulse Signal in MATLAB | Learn MATLAB Programming in Hindi,2018-12-08 08:30:00+00:00,24282,292,N/A,4
NWw4TEiK0W0,#27 Python OOP’S Concepts - Python Tutorials for Beginners,2018-12-08 12:30:00+00:00,3662,68,N/A,4
be94Y55xNPI,"Operator in C | Arithmetic, Relational & Logical Operator- Part 1 | C Programming Tutorial",2018-12-08 14:37:29+00:00,6469,154,N/A,8
umk6HsZh5Lk,#32 Constructor in Python - Attributes and Methods in- Python python tutorials for beginners,2018-12-09 12:30:03+00:00,5868,88,N/A,6
