VideoID,Title,UploadDate,Views,Likes,Dislikes,Comments
1O2HM7_Tpik,OpenSocial Hackathon in India,2008-02-28 17:25:52+00:00,1811,2,N/A,1
QBguV2B16nU,Gears for Mobile: Joe Walnes on Picasa Web,2008-02-28 17:26:48+00:00,1653,2,N/A,0
ttbp4SCm-w0,CSSJanus: Helping i18n and LTR to RTL,2008-03-01 22:51:11+00:00,8697,16,N/A,3
wZJbidoQg30,Gears for Mobile: Introduction by Charles Wiles,2008-03-04 02:44:36+00:00,16696,3,N/A,1
R8P0PbgS52c,Gears for Mobile: A chat with the engineers,2008-03-04 06:15:45+00:00,6411,4,N/A,1
u1zgFlCw8Aw,"The YouTube API: Upload, Player APIs and more!",2008-03-05 01:34:27+00:00,893890,427,N/A,63
LwXMa8MAgFA,Mission: Possible - Building a Google Gadget,2008-03-05 06:23:38+00:00,42740,60,N/A,10
4y-3bllkkPc,Selenium User Meetup 2008: Developer Questions & Answers,2008-03-05 07:45:57+00:00,7749,8,N/A,3
EDb8yOM3Vpw,Selenium User Meetup 2008: Lightning Talks,2008-03-05 08:33:25+00:00,63375,37,N/A,5
IYqfT9i1las,Creating Custom Maps with John Coryat,2008-03-05 09:27:35+00:00,31768,51,N/A,2
I8xZBfVsMzs,YouTube Player APIs and Tools Tutorial,2008-03-12 20:45:58+00:00,90416,140,N/A,27
kNXdfjUYGAo,GigaPan In-Depth,2008-03-13 23:43:50+00:00,16044,18,N/A,6
Wzg7p6RfDsA,A Different Kind of OpenSocial Container,2008-03-24 21:21:45+00:00,3182,2,N/A,3
8EsFJu6p3P4,Google Visualization API on Google Spreadsheets,2008-03-25 17:16:52+00:00,72538,55,N/A,11
QzS_shIzfcM,Dynamic KML,2008-03-25 20:56:50+00:00,65316,134,N/A,13
1IGCbH6hLRA,Picasa Button and Web Uploader APIs,2008-03-26 22:31:22+00:00,30529,19,N/A,4
KS2S3WQYE18,[DEPRECATED] Using the JavaScript Client Library with Google Calendar,2008-04-02 01:16:59+00:00,95775,60,N/A,14
xV_22e-Y5OE,What's New with Gears,2008-04-02 21:46:46+00:00,9917,14,N/A,1
rWCLROPKug0,Using Google Spreadsheets as a Database in the Cloud,2008-04-04 21:35:03+00:00,236025,460,N/A,50
bfgO-LXGpTM,Developing and deploying an application on Google App Engine,2008-04-07 18:03:06+00:00,868135,2067,N/A,348
3Ztr-HhWX1c,Campfire One: Introducing Google App Engine (pt. 1),2008-04-08 06:00:53+00:00,218791,230,N/A,19
tcbpTQXNwac,Campfire One: Introducing Google App Engine (pt. 2),2008-04-08 06:07:31+00:00,79401,96,N/A,14
JcM2Ejk1tis,Campfire One: Introducing Google App Engine (pt. 5),2008-04-08 06:12:12+00:00,23991,27,N/A,3
oTFL7FPLnXY,Campfire One: Introducing Google App Engine (pt. 4),2008-04-08 06:13:02+00:00,32211,63,N/A,9
oG6Ac7d-Nx8,Campfire One: Introducing Google App Engine (pt. 3),2008-04-08 06:15:07+00:00,43359,59,N/A,3
K7usoKm5zwE,Campfire One: Introducing Google App Engine (pt. 6),2008-04-08 06:16:07+00:00,24482,33,N/A,4
8zJa3eU82Zo,Mars Moon And Sky Map Types,2008-04-08 19:43:36+00:00,8205,12,N/A,0
ZU9nRgT5Cy8,Android Demo (中文),2008-04-09 19:14:17+00:00,29244,45,N/A,8
WoyoUpawfgU,Android Demo (日本語),2008-04-09 19:21:11+00:00,138219,122,N/A,65
YKY6fh85SnQ,"Google API Talks - Android, KML,Google Maps,Gadgets/Mapplets",2008-04-11 23:06:11+00:00,27477,30,N/A,4
QIPKmkeMuz4,Mapping the Votes with Michael Geary,2008-04-12 00:34:10+00:00,7039,8,N/A,1
H6KVwATfCdM,Introduction to the iGoogle Sandbox,2008-04-15 16:48:13+00:00,46602,44,N/A,7
lnxaV8jt_28,Bob Lee is a lot of Twubble,2008-04-17 00:13:20+00:00,8977,19,N/A,6
MmUiKaHWjLI,Google Doctype: Documenting the Open Web,2008-04-17 18:39:43+00:00,43119,16,N/A,2
NOAa05s0tck,Google AJAX APIs go RESTful,2008-04-22 21:44:28+00:00,89689,37,N/A,8
oaxZtKAlLRk,Cuzillion: Web Performance Exploration Tool,2008-04-29 17:16:19+00:00,8241,6,N/A,3
iIp7OnHXBlo,Uploading YouTube Videos with the PHP Client Library,2008-05-09 00:43:52+00:00,237382,194,N/A,67
BIEwUxMrJ4Y,Adding Google Friend Connect To Sample Website,2008-05-12 21:37:23+00:00,129488,71,N/A,28
jFgBgU9CcCQ,Campfire One: Google Friend Connect (pt. 1),2008-05-13 07:01:51+00:00,50911,18,N/A,5
xKybHtlpAY4,Campfire One: Google Friend Connect (pt. 3),2008-05-13 07:26:11+00:00,10331,12,N/A,3
relG0tfwfXM,Campfire One: Google Friend Connect (pt. 2),2008-05-13 07:31:24+00:00,18071,6,N/A,0
MrmzvHFW7b8,Campfire One: Google Friend Connect (pt. 4),2008-05-13 07:33:55+00:00,8581,8,N/A,1
4F4Jb1ssEvI,AJAX Libraries API: A CDN for JavaScript libraries,2008-05-26 19:25:42+00:00,24016,17,N/A,2
vk1HvP7NO5w,"Google I/O '08 Keynote: Client, Connectivity, and the Cloud",2008-05-28 23:33:34+00:00,113704,204,N/A,31
Ila8j1cvnWk,Google I/O 2008 - OpenSocial: A Standard for the Social Web,2008-05-29 20:46:08+00:00,6370,7,N/A,1
FFXhXZnmEQM,Google I/O 2008 - Google Guice 101,2008-05-29 20:54:20+00:00,18359,57,N/A,3
x1ZZ-R3p_w8,Google I/O 2008 - An Introduction to Android,2008-05-29 21:51:17+00:00,511781,336,N/A,58
upW8zcGlgIo,Google I/O 2008 - From Mashups to Mapplets,2008-05-29 22:10:37+00:00,2161,2,N/A,0
B1yYrrMrp0s,Google I/O 2008 - Flash API for Google Maps,2008-05-29 23:02:51+00:00,12097,11,N/A,1
cBPzPdcMj1s,Google I/O 2008 - YouTube on Your Site,2008-05-30 01:44:00+00:00,21781,22,N/A,2
0HJF-PBoRhM,Google I/O 2008 - OpenSocial - Scaling and Analytics,2008-05-30 20:17:40+00:00,1265,4,N/A,0
tx5gdoNpcZM,Google I/O 2008 - App Engine Datastore Under the Covers,2008-05-30 21:00:42+00:00,39125,104,N/A,5
_UNgokP71tw,Google I/O 2008 - Authenticating to Google Data Services,2008-06-03 01:35:21+00:00,60134,14,N/A,3
MJzoVFAcg1I,Google I/O 2008 - My Maps Editing API,2008-06-03 01:43:17+00:00,2948,2,N/A,1
3WSUIe5id3E,Introduction to the Google Base Data API,2008-06-03 01:57:57+00:00,88763,37,N/A,7
NGDjQGjK79A,Google I/O 2008 - OpenSocial Across Containers,2008-06-03 02:03:14+00:00,2236,2,N/A,0
s1ArCf8yIWE,Google I/O 2008 - How to Index Your Geo Data,2008-06-03 02:36:47+00:00,4781,1,N/A,0
dP99fLhGwAU,Google I/O 2008 - Building Quality Apps on App Engine,2008-06-03 19:51:04+00:00,14442,25,N/A,1
QoNZKwzOR0c,Google I/O 2008 - Advanced KML,2008-06-03 20:00:41+00:00,7257,15,N/A,2
FALvwBN5-hc,Google I/O 2008 - Advanced Ruby Scripting for Sketchup,2008-06-03 20:14:15+00:00,37522,88,N/A,1
ptjedOZEXPM,Google I/O 2008 - Dalvik Virtual Machine Internals,2008-06-03 20:24:51+00:00,186796,961,N/A,41
62x17hG6Wvo,Google I/O 2008 - Project Hosting on Google Code,2008-06-03 20:28:41+00:00,7791,13,N/A,2
TkPiXRNee7A,Google I/O 2008 - Inside the Android Application Framework,2008-06-03 21:03:56+00:00,90189,312,N/A,20
KwV0PHdAER8,Google I/O 2008 - Client-Side Search with Gears,2008-06-04 00:26:56+00:00,2452,4,N/A,0
NGjxHDbB1jE,Google I/O 2008 - Gadget and UI Development with AJAX APIs,2008-06-04 00:52:04+00:00,5233,1,N/A,0
hQ5eOkmdIZI,Google I/O 2008 - Design Options for Hosting Your Geo Data,2008-06-04 00:56:45+00:00,2103,3,N/A,0
t5a842H6a-g,Showing the Maps Flash API on 360cities,2008-06-04 22:44:22+00:00,2992,2,N/A,1
QZWrYaV5U4k,Sharing your data in Google Earth with KML - 360cities,2008-06-04 22:50:54+00:00,1902,3,N/A,1
v3uCX-wcfFg,Slideshow on the 360cities homepage,2008-06-04 22:52:15+00:00,946,1,N/A,0
o7YvGBz62nc,Gigapixel viewing with the Maps API on 360cities,2008-06-04 22:52:44+00:00,2353,3,N/A,0
vZ8IDqIearQ,Showing 360cities Mapplets,2008-06-04 22:55:22+00:00,1207,1,N/A,0
2kk7szjUKTU,Interview with the 360cities founders,2008-06-05 15:33:30+00:00,2977,9,N/A,0
6x0cAzQ7PVs,Google I/O '08 Keynote by Marissa Mayer,2008-06-05 22:29:54+00:00,81808,310,N/A,38
7fsBDQ2ng8s,Google I/O 2008 - Gears Case Studies,2008-06-06 17:44:22+00:00,8162,7,N/A,1
sXLP5SLRrgQ,Google I/O 2008 - Design Patterns in an Expressive Language,2008-06-06 18:11:54+00:00,17103,34,N/A,4
3cAo0uvJM5M,Google I/O 2008 - Secure Collaboration,2008-06-06 18:18:19+00:00,2203,4,N/A,1
BttI-y9VzXQ,Google I/O 2008 - Server-side JavaScript on the Java VM,2008-06-06 18:43:50+00:00,27892,79,N/A,4
rRCx9e38yr8,Google I/O 2008 - Working with Google App Engine Models,2008-06-06 20:25:08+00:00,16195,34,N/A,1
cyfVHNAM80E,Google I/O 2008 - Resource Bundles and Linkers in GWT,2008-06-09 18:26:02+00:00,7398,9,N/A,0
nS49mge5ICo,Google I/O 2008 - Extending Google Apps with Google APIs,2008-06-09 18:27:59+00:00,3901,5,N/A,0
t_AUNp7zyUY,Google I/O 2008 - State of Ajax: The Universe Is Expanding,2008-06-09 19:04:21+00:00,4783,21,N/A,3
Rt_ELFiOt38,Google I/O 2008 - Meet the OpenSocial Containers,2008-06-09 19:24:21+00:00,2498,1,N/A,0
qU_1_DrP04I,Google I/O 2008 - Spice up Your Apps with Google AJAX APIs,2008-06-09 19:26:54+00:00,3932,6,N/A,1
cePFlJ8sGj4,Google I/O 2008 - Taking Large-Scale Applications Offline,2008-06-09 19:35:15+00:00,9310,6,N/A,0
j8XseabG5j0,Google I/O 2008 - Building an Android Application 101,2008-06-09 19:38:05+00:00,106030,128,N/A,46
y7vwZ20SDzc,Google I/O 2008 - Painless Python Part 2 of 2,2008-06-09 19:39:59+00:00,47043,110,N/A,7
G-36noTCaiA,Google I/O 2008 - Anatomy and Physiology of an Android,2008-06-09 19:47:50+00:00,116551,334,N/A,10
1_wMv2tBzvo,Google I/O 2008 - The World's Information in Context,2008-06-09 19:49:29+00:00,6789,10,N/A,1
xh5Vo_drhDE,Google I/O 2008 - Using GWT to Build a Diagramming Tool,2008-06-09 19:58:09+00:00,18456,29,N/A,1
piq3vmhQ-LU,"Google I/O 2008 - HTML 5, Brought to You by Gears",2008-06-09 20:13:42+00:00,26307,21,N/A,8
x3tOhaSk-wQ,Google I/O 2008 - Gears and MySpace - Search on the Client,2008-06-09 20:14:39+00:00,5824,8,N/A,0
rg-FVDmgyP0,Google I/O 2008 - Using the Social Graph API,2008-06-09 20:19:17+00:00,6056,12,N/A,0
hmZyyBVbkOQ,Google I/O 2008 - Open Source is Magic,2008-06-09 20:19:37+00:00,38783,74,N/A,14
66Cz7_v02Hk,Google I/O 2008 - Creating Popular Apps on MySpace,2008-06-09 20:22:24+00:00,5453,5,N/A,2
qsan-GQaeyk,Google I/O 2008 - Underneath the Covers at Google,2008-06-09 20:26:31+00:00,31068,171,N/A,5
2PN84cPsfmM,Google I/O 2008 - Maps Mashups Session,2008-06-09 20:27:23+00:00,6734,6,N/A,1
In_K-P_PrGE,Google I/O 2008 - Introduction to DocType,2008-06-09 20:38:08+00:00,1758,2,N/A,1
6XK0TnYwMg4,Google I/O 2008 - Creating a Google Data API Client,2008-06-09 20:59:48+00:00,4376,10,N/A,1
tRJEZgIX8BI,Google I/O 2008 - GWT and Client-Server Communication,2008-06-09 23:26:16+00:00,21162,21,N/A,1
pi_I7oD_uGI,Google I/O 2008 - Effective Java Reloaded,2008-06-09 23:37:41+00:00,71812,325,N/A,17
7fbz8WOec1g,Google I/O 2008 - Google APIs - A World Beyond AJAX,2008-06-09 23:45:02+00:00,9780,3,N/A,0
6SYnlH5FXz0,"Google I/O 2008 - OpenSocial, OpenID, and OAuth: Oh, My!",2008-06-09 23:59:19+00:00,22136,73,N/A,4
JQjdJH8122w,Google I/O 2008 - Monetizing App Traffic on Social Networks,2008-06-10 00:22:24+00:00,2281,2,N/A,0
QRUqVyP27Hw,Google I/O 2008 - Even Faster Websites,2008-06-10 00:23:08+00:00,15085,31,N/A,3
-EaD8ZQT3Z0,Google I/O 2008 - Sitemaps: Exposing Content in Web Apps,2008-06-10 00:24:34+00:00,1616,2,N/A,0
FoJ8CwFvCk8,Google I/O 2008 - Visualize your Data: Visualization API,2008-06-10 00:30:17+00:00,22134,26,N/A,5
sz6txhPT7vQ,Google I/O 2008 - Reusing Google APIs with GWT,2008-06-10 00:42:08+00:00,4631,1,N/A,0
2YoS3vZeZOc,Google I/O 2008 - Harnessing New Additions to the Maps API,2008-06-10 02:04:28+00:00,4183,0,N/A,0
v1gTI4BOPUw,"Google I/O 2008 - Python, Django, and App Engine",2008-06-10 02:09:15+00:00,170368,433,N/A,34
nEgynWIKzSY,Google I/O 2008 - Google Gears for Mobile,2008-06-10 02:41:58+00:00,22621,19,N/A,2
Oh9_t5W6MTE,Google I/O 2008 - Building Scalable Web Apps with App Engine,2008-06-10 02:50:58+00:00,31739,82,N/A,2
5la1ZsH7Yco,Google I/O 2008 - Parsing and Generating KML,2008-06-10 02:57:55+00:00,7976,16,N/A,0
hapkRYxCU_8,Google I/O 2008 - Improving Browsers in New Ways: Gears++,2008-06-10 03:12:12+00:00,148964,58,N/A,8
OWVVrJqScO0,Google I/O 2008 - Building on the Promise of OpenSocial,2008-06-10 17:16:52+00:00,2907,3,N/A,1
Lvdxwm_fLyA,Google I/O 2008 - Best Practices for Spreading Your App,2008-06-10 17:31:56+00:00,7212,9,N/A,0
-F-3E8pyjFo,Google I/O 2008 - Open Source Projects and Poisonous People,2008-06-10 17:33:04+00:00,44719,367,N/A,16
Xrv94eRNgVA,Google I/O 2008 - What's Next for OpenSocial,2008-06-10 17:47:27+00:00,64226,12,N/A,3
nG66hIhUdEU,Google I/O 2008 - Can We Get There from Here?,2008-06-10 18:22:25+00:00,6245,12,N/A,0
zFPlx4-eIWk,Google I/O 2008 - Engaging User Experiences with App Engine,2008-06-10 20:35:46+00:00,8329,17,N/A,0
ZcWszaReqXI,Google I/O 2008 - Apache Shindig,2008-06-10 22:42:38+00:00,16175,28,N/A,0
K4xuitAzIEk,Google I/O 2008 - Design Patterns for Enhanced Accessibility,2008-06-10 22:44:06+00:00,13808,27,N/A,3
nvti32k4xyU,Google I/O 2008 - Deferred Binding with GWT,2008-06-10 22:48:25+00:00,30779,48,N/A,4
vv2MnqP8Bmk,Google I/O 2008 - JavaScript and DOM Programming in GWT,2008-06-10 23:05:21+00:00,36920,46,N/A,4
VucyZQybFno,Google I/O 2008 - Becoming a Google Apps Solution Provider,2008-06-10 23:40:08+00:00,11732,21,N/A,1
LDXulO6n7Vo,Google I/O 2008 - Design Your Own YouTube Player,2008-06-10 23:57:14+00:00,15878,37,N/A,8
bDgD9whDfEY,Google I/O 2008 - Painless Python Part 1 of 2,2008-06-11 02:27:04+00:00,86663,201,N/A,36
2ScPbu8ga1Q,Google I/O 2008 - GWT Extreme!,2008-06-11 02:35:59+00:00,35990,38,N/A,7
NIWtZPIf4Nk,Google I/O 2008 - Search Friendly Development,2008-06-11 02:39:20+00:00,34952,77,N/A,21
nwn3YY6cyEQ,Addressbook: A walkthrough of a simple AppEngine application,2008-06-17 18:08:03+00:00,26954,30,N/A,1
h9Qe0OnjeXg,"Google Code Review - June 20th, 2008",2008-06-20 23:51:35+00:00,14777,20,N/A,5
Zhawgd0REhA,Geoff Stearns and the YouTube Player APIs,2008-07-02 00:59:05+00:00,129130,108,N/A,17
K-e8DDRwVUg,Protocol Buffers: A new open source release,2008-07-07 17:47:16+00:00,37148,83,N/A,6
IdOnloHfVuw,"Google Code Review - July 9th, 2008",2008-07-09 19:45:09+00:00,4883,14,N/A,2
VwEkp7TKHUk,PubTools Search - Best Practices with Gears,2008-07-15 04:20:59+00:00,1486,2,N/A,0
T04fKsD56LU,Intro to the Atom Publishing Protocol (AtomPub),2008-07-16 22:34:31+00:00,70660,237,N/A,9
nnEZcUUmdhI,"""Powered by YouTube"" - Welcome!",2008-07-17 00:47:00+00:00,13220,11,N/A,2
3Phzzo5jiXk,Powered by YouTube - What's New with YouTube.com,2008-07-17 18:53:55+00:00,10420,14,N/A,5
SEfkUeGFqlw,Powered by YouTube - AdSense Video Units,2008-07-17 19:03:51+00:00,31492,45,N/A,8
7vKH7HWfDQo,Powered by YouTube - Best Practices,2008-07-17 19:12:40+00:00,89012,18,N/A,0
HXevnuOOy48,Powered By YouTube - Scaling up YouTube,2008-07-17 19:13:43+00:00,26075,100,N/A,8
pd1FJh59zxQ,Powered by YouTube - Design Your Own YouTube Player,2008-07-17 19:38:52+00:00,43090,110,N/A,39
ulcgFppkbLU,Powered by YouTube - Overview of APIs and Tools,2008-07-17 22:17:27+00:00,43069,17,N/A,6
XXrNbxK6ACQ,Powered by YouTube - Tech Talk Panel,2008-07-17 23:04:30+00:00,39780,8,N/A,5
